tid,mynt,side,mengde,pris,belop_usdt,gebyr_usdt,grunn
2026-09-22T08:23:38Z,BTC-USDT,KJØP,0.0001464718,85532.6,12.5407,0.0125,signal +0.31
2026-09-22T08:23:40Z,AVAX-USDT,SELG,0.6440068182,10.771,6.9366,0.0069,signal svekket +0.35
2026-09-22T08:23:42Z,SUI-USDT,KJØP,5.2087624031,1.0144,5.2891,0.0053,signal +0.53
2026-09-22T08:23:44Z,ARB-USDT,SELG,25.884496223,0.2196,5.6842,0.0057,signal svekket +0.31
2026-09-22T09:21:55Z,NEAR-USDT,SELG,1.2068843074,4.5334,5.4713,0.0055,rebalansering
2026-09-22T12:26:59Z,DOGE-USDT,KJØP,191.0386506447,0.09794,18.7291,0.0187,signal +0.47
2026-09-22T12:27:02Z,PEPE-USDT,KJØP,1797574.2614739402,4.891e-06,8.8007,0.0088,signal +0.64
2026-09-22T13:23:26Z,ONE-USDT,SELG,4102.4640616602,0.005239,21.4928,0.0215,stop-loss -11.2%
2026-09-22T14:25:14Z,USELESS-USDT,SELG,73.2704926281,0.31635,23.1791,0.0232,take-profit +21.0%
2026-09-22T16:22:57Z,TAO-USDT,KJØP,0.017117155,307.63,5.271,0.0053,signal +0.59
2026-09-22T16:23:06Z,ONDO-USDT,SELG,12.811336621,0.42664,5.4658,0.0055,signal svekket +0.32
2026-09-22T16:23:09Z,USELESS-USDT,KJØP,86.9157646444,0.29452,25.6241,0.0256,signal +0.65
2026-09-22T16:23:10Z,VVV-USDT,SELG,0.1743755642,31.354,5.4674,0.0055,signal svekket +0.41
2026-09-22T16:23:11Z,FET-USDT,KJØP,25.3801605874,0.2033,5.165,0.0052,signal +0.68
2026-09-22T16:23:13Z,ONE-USDT,KJØP,3682.1870294135,0.005992,22.0858,0.0221,signal +0.56
2026-09-22T16:23:13Z,LSK-USDT,SELG,36.846876961,0.3302,12.1668,0.0122,stop-loss -8.8%
2026-09-22T20:21:05Z,B2-USDT,KJØP,30.5038207237,0.5193,15.8565,0.0159,signal +0.40
2026-09-22T20:21:09Z,ONE-USDT,SELG,3682.1870294135,0.0051,18.7792,0.0188,stop-loss -14.9%
2026-09-22T21:20:16Z,DOT-USDT,SELG,4.2813692959,1.1927,5.1064,0.0051,rebalansering
2026-09-23T00:27:22Z,ZEC-USDT,KJØP,0.0047910387,1613.847,7.7397,0.0077,signal +0.52
2026-09-23T00:27:25Z,SUI-USDT,SELG,5.1055421752,1.0298,5.2577,0.0053,signal svekket +0.40
2026-09-23T00:27:29Z,WIF-USDT,KJØP,20.5516928242,0.2556,5.2583,0.0053,signal +0.54
2026-09-23T00:27:40Z,ONE-USDT,KJØP,2323.4908169809,0.005391,12.5385,0.0125,signal +0.31
2026-09-23T01:20:55Z,UNI-USDT,SELG,1.6111916877,10.8156,17.426,0.0174,take-profit +20.1%
2026-09-23T03:22:46Z,DOGE-USDT,SELG,50.7515481525,0.10328,5.2416,0.0052,rebalansering
2026-09-23T03:22:58Z,ONE-USDT,SELG,2323.4908169809,0.004781,11.1086,0.0111,stop-loss -11.3%
2026-09-23T04:23:14Z,UNI-USDT,KJØP,2.1279265292,10.4758,22.314,0.0223,signal +0.55
2026-09-23T04:23:15Z,ARB-USDT,KJØP,20.5877339233,0.2439,5.0264,0.005,signal +0.46
2026-09-23T04:23:20Z,HYPE-USDT,KJØP,0.0519840228,97.005,5.0478,0.005,signal +0.50
2026-09-23T04:23:23Z,FIL-USDT,KJØP,4.9633110734,1.0528,5.2306,0.0052,signal +0.57
2026-09-23T04:23:25Z,USELESS-USDT,SELG,86.9157646444,0.35356,30.7299,0.0307,take-profit +20.0%
2026-09-23T04:23:27Z,FET-USDT,SELG,25.9478517985,0.2097,5.4413,0.0054,signal svekket +0.55
2026-09-23T04:23:28Z,ONE-USDT,KJØP,2752.6077262456,0.005249,14.4629,0.0145,signal +0.36
2026-09-23T06:28:07Z,SYN-USDT,SELG,62.3240186762,0.2205,13.7424,0.0137,stop-loss -9.2%
2026-09-23T08:23:50Z,PEPE-USDT,SELG,1143130.7048419418,4.933e-06,5.6391,0.0056,signal svekket +0.49
2026-09-23T08:23:57Z,B2-USDT,SELG,30.5038207237,0.47,14.3368,0.0143,stop-loss -9.5%
2026-09-23T08:23:58Z,USELESS-USDT,KJØP,81.770909119,0.32535,26.6308,0.0266,signal +0.66
2026-09-23T12:27:17Z,XRP-USDT,KJØP,9.5198069338,1.56636,14.9264,0.0149,signal +0.37
2026-09-23T12:27:18Z,TAO-USDT,SELG,0.018444622,306.71,5.6572,0.0057,signal svekket +0.45
2026-09-23T12:27:19Z,UNI-USDT,KJØP,0.5159851449,9.7493,5.0355,0.005,signal +0.64
2026-09-23T12:27:23Z,WIF-USDT,SELG,23.9455624428,0.2439,5.8403,0.0058,signal svekket +0.38
2026-09-23T12:27:33Z,BCH-USDT,KJØP,0.0389943135,343.54,13.4095,0.0134,signal +0.34
2026-09-23T13:24:11Z,ONE-USDT,SELG,2752.6077262456,0.003538,9.7387,0.0097,stop-loss -32.6%
